Pieza	Peso	Largo	Calibre	Calidad
5600	5.385	0.6858	4.5-5.5	Premium
5601	5.135	0.7112	4.5-5.5	Premium
5602	4.765	0.6858	4.5-5.5	Premium
5603	4.99	0.6604	4.5-5.5	Premium
5604	5.17	0.6858	4.5-5.5	Premium
5605	5.275	0.6604	4.5-5.5	Premium
5606	4.94	0.6858	4.5-5.5	Premium
5607	4.99	0.6604	4.5-5.5	Premium
5608	4.73	0.6604	4.5-5.5	Premium
5609	4.875	0.635	4.5-5.5	Premium
5610	5.17	0.7366	4.5-5.5	Premium
5611	5.01	0.6858	4.5-5.5	Premium
5612	5.105	0.6858	4.5-5.5	Premium
5613	5.365	0.6858	4.5-5.5	Premium
5614	5.08	0.7112	4.5-5.5	Premium
5615	5.1	0.6858	4.5-5.5	Premium
5616	5.275	0.6604	4.5-5.5	Premium
5617	5.205	0.6858	4.5-5.5	Premium
5618	5.31	0.6858	4.5-5.5	Premium
5619	4.855	0.635	4.5-5.5	Premium
5620	4.775	0.6604	4.5-5.5	Premium
5621	4.605	0.6604	4.5-5.5	Premium
5622	4.79	0.7112	4.5-5.5	Premium
5623	5.145	0.6858	4.5-5.5	Premium
5624	5.155	0.6604	4.5-5.5	Premium
5625	5.27	0.7112	4.5-5.5	Premium
5626	5.15	0.7112	4.5-5.5	Premium
5627	5.335	0.6858	4.5-5.5	Premium
5628	5.365	0.6858	4.5-5.5	Premium
5629	4.63	0.6604	4.5-5.5	Premium
5630	4.82	0.6858	4.5-5.5	Premium
5631	4.525	0.6604	4.5-5.5	Premium
5632	4.7	0.6604	4.5-5.5	Premium
5633	5.345	0.6858	4.5-5.5	Premium
5634	5.03	0.7112	4.5-5.5	Premium
5635	4.91	0.6604	4.5-5.5	Premium
5636	4.655	0.6858	4.5-5.5	Premium
5637	5.15	0.7112	4.5-5.5	Premium
5638	4.86	0.6858	4.5-5.5	Premium
5639	4.835	0.5842	4.5-5.5	Premium
5640	5.27	0.6604	4.5-5.5	Premium
5641	5	0.6604	4.5-5.5	Premium
5642	5.02	0.7112	4.5-5.5	Premium
5643	5.295	0.6858	4.5-5.5	Premium
5644	4.75	0.635	4.5-5.5	Premium
5645	5.105	0.6604	4.5-5.5	Premium
5646	4.97	0.6604	4.5-5.5	Premium
5647	5.29	0.6858	4.5-5.5	Premium
5648	5.255	0.6858	4.5-5.5	Premium
5649	4.82	0.6604	4.5-5.5	Premium
5650	4.65	0.7112	4.5-5.5	Premium
5651	5.2	0.6858	4.5-5.5	Premium
5652	5.27	0.6858	4.5-5.5	Premium
5653	5.08	0.7112	4.5-5.5	Premium
5654	4.745	0.6858	4.5-5.5	Premium
5655	5.26	0.6858	4.5-5.5	Premium
5656	4.86	0.6858	4.5-5.5	Premium
5657	5.165	0.6858	4.5-5.5	Premium
5658	5.055	0.7112	4.5-5.5	Premium
5659	5.02	0.6858	4.5-5.5	Premium
5660	5.375	0.7112	4.5-5.5	Premium
5661	4.825	0.6858	4.5-5.5	Premium
5662	4.685	0.6858	4.5-5.5	Premium
5663	4.56	0.635	4.5-5.5	Premium
5664	4.855	0.6858	4.5-5.5	Premium
5665	5.35	0.6858	4.5-5.5	Premium
5666	4.64	0.6604	4.5-5.5	Premium
5667	5.36	0.6858	4.5-5.5	Premium
5668	5.375	0.6858	4.5-5.5	Premium
5669	5.155	0.6858	4.5-5.5	Premium
5670	5.125	0.6604	4.5-5.5	Premium
5671	4.625	0.6858	4.5-5.5	Premium
5672	5.065	0.6604	4.5-5.5	Premium
5673	4.6	0.6858	4.5-5.5	Premium
5674	4.895	0.6858	4.5-5.5	Premium
5675	4.825	0.6858	4.5-5.5	Premium
5676	4.53	0.6604	4.5-5.5	Premium
5677	4.55		4.5-5.5	Premium
5678	4.885	0.6604	4.5-5.5	Premium
5679	5.395	0.6858	4.5-5.5	Premium
5680	5.105	0.6858	4.5-5.5	Premium
5681	5.285	0.6858	4.5-5.5	Premium
5682	4.735	0.6604	4.5-5.5	Premium
5683	4.615	0.6096	4.5-5.5	Premium
5684	5.01	0.6858	4.5-5.5	Premium
5685	4.695	0.6604	4.5-5.5	Premium
5686	5.08	0.6604	4.5-5.5	Premium
5687	4.725	0.6604	4.5-5.5	Premium
5688	4.87	0.6604	4.5-5.5	Premium
5689	4.77	0.6604	4.5-5.5	Premium
5690	5.05	0.6858	4.5-5.5	Premium
5691	5.03	0.6604	4.5-5.5	Premium
5692	4.96	0.6604	4.5-5.5	Premium
5693	4.77	0.6858	4.5-5.5	Premium
5694	5.34	0.7112	4.5-5.5	Premium
5695	5.01	0.6858	4.5-5.5	Premium
5696	5.095	0.6858	4.5-5.5	Premium
5697	4.9	0.6858	4.5-5.5	Premium
5698	4.77	0.6858	4.5-5.5	Premium
5699	4.545	0.635	4.5-5.5	Premium
5700	4.975	0.6858	4.5-5.5	Premium
5701	4.67	0.6858	4.5-5.5	Premium
5702	5.185	0.7112	4.5-5.5	Premium
5703	4.905	0.635	4.5-5.5	Premium
5704	5.09	0.7112	4.5-5.5	Premium
5705	4.97	0.635	4.5-5.5	Premium
5706	5.255	0.7366	4.5-5.5	Premium
5707	4.6	0.6604	4.5-5.5	Premium
5708	4.83	0.7112	4.5-5.5	Premium
5709	5.11	0.7112	4.5-5.5	Premium
5710	5.095	0.6858	4.5-5.5	Premium
5711	4.78	0.6858	4.5-5.5	Premium
5712	4.56	0.6858	4.5-5.5	Premium
5713	4.74	0.6604	4.5-5.5	Premium
5714	5.23	0.7112	4.5-5.5	Premium
5715	4.86	0.6604	4.5-5.5	Premium
5716	5.01	0.6604	4.5-5.5	Premium
5717	4.545	0.635	4.5-5.5	Premium
5718	4.595	0.6604	4.5-5.5	Premium
5719	5.145	0.7112	4.5-5.5	Premium
5720	4.69	0.6604	4.5-5.5	Premium
5721	5.035	0.6604	4.5-5.5	Premium
5722	4.665	0.6604	4.5-5.5	Premium
5723	5.205	0.6858	4.5-5.5	Premium
5724	4.72	0.6604	4.5-5.5	Premium
5725	5.125	0.6604	4.5-5.5	Premium
5726	4.96	0.6604	4.5-5.5	Premium
5727	4.85	0.635	4.5-5.5	Premium
5728	4.53	0.6858	4.5-5.5	Premium
5729	4.68	0.635	4.5-5.5	Premium
5730	4.91	0.7112	4.5-5.5	Premium
5731	4.785	0.6858	4.5-5.5	Premium
5732	5.29	0.6604	4.5-5.5	Premium
5733	4.615	0.635	4.5-5.5	Premium
5734	5.07	0.6858	4.5-5.5	Premium
5735	5.375	0.6858	4.5-5.5	Premium
5736	5.08	0.7112	4.5-5.5	Premium
5737	5.37	0.7112	4.5-5.5	Premium
5738	4.96	0.6858	4.5-5.5	Premium
5739	5.355	0.6604	4.5-5.5	Premium
5740	5.16	0.635	4.5-5.5	Premium
5741	5.385	0.6858	4.5-5.5	Premium
5742	4.99	0.6858	4.5-5.5	Premium
5743	5.245	0.6858	4.5-5.5	Premium
5744	5.065	0.6858	4.5-5.5	Premium
5745	4.825	0.6604	4.5-5.5	Premium
5746	4.87	0.7112	4.5-5.5	Premium
5747	4.75	0.6858	4.5-5.5	Premium
5748	5.19	0.6604	4.5-5.5	Premium
5749	4.84	0.635	4.5-5.5	Premium
5750	4.765	0.6604	4.5-5.5	Premium
5751	4.59	0.6096	4.5-5.5	Premium
5752	5.21	0.6604	4.5-5.5	Premium
5753	4.51	0.6604	4.5-5.5	Premium
5754	5.095	0.6096	4.5-5.5	Premium
5755	4.845	0.6858	4.5-5.5	Premium
5756	5.335	0.7112	4.5-5.5	Premium
5757	4.955	0.6604	4.5-5.5	Premium
5758	5.27	0.6858	4.5-5.5	Premium
5759	5.215	0.7112	4.5-5.5	Premium
5760	4.815	0.7112	4.5-5.5	Premium
5761	4.985	0.7112	4.5-5.5	Premium
5762	5		4.5-5.5	Premium
5763	4.75		4.5-5.5	Premium
5764	4.65		4.5-5.5	Premium
5765	4.5		4.5-5.5	Premium
5766	5.05		4.5-5.5	Premium
5767	4.8		4.5-5.5	Premium
5768	5.17	0.6858	4.5-5.5	Premium
5769	5.195	0.7112	4.5-5.5	Premium
5770	4.585	0.6604	4.5-5.5	Premium
5771	4.7		4.5-5.5	Premium
5772	4.87	0.6604	4.5-5.5	Premium
5773	5.055	0.6858	4.5-5.5	Premium
5774	4.575	0.6604	4.5-5.5	Premium
5775	4.89	0.6604	4.5-5.5	Premium
5776	5.22	0.6858	4.5-5.5	Premium
5777	5.005	0.6858	4.5-5.5	Premium
5778	5.225	0.6858	4.5-5.5	Premium
5779	5.2	0.6604	4.5-5.5	Premium
5780	5.225	0.6858	4.5-5.5	Premium
5781	4.6		4.5-5.5	Premium
5782	4.855	0.6858	4.5-5.5	Premium
5783	5.335	0.7112	4.5-5.5	Premium
5784	4.98	0.6858	4.5-5.5	Premium
5785	5.39	0.6858	4.5-5.5	Premium
5786	4.895	0.635	4.5-5.5	Premium
5787	4.62	0.6858	4.5-5.5	Premium
5788	5.305	0.7112	4.5-5.5	Premium
5789	5.275	0.6858	4.5-5.5	Premium
5790	5.265	0.6604	4.5-5.5	Premium
5791	4.67	0.6858	4.5-5.5	Premium
5792	5.25	0.6858	4.5-5.5	Premium
5793	4.955	0.6858	4.5-5.5	Premium
5794	4.75		4.5-5.5	Premium
5795	5.275	0.6604	4.5-5.5	Premium
5796	5.22	0.6858	4.5-5.5	Premium
5797	4.85	0.6096	4.5-5.5	Premium
5798	5.015	0.6604	4.5-5.5	Premium
5799	5.39	0.7366	4.5-5.5	Premium
5800	4.955	0.6604	4.5-5.5	Premium
5801	4.91	0.6858	4.5-5.5	Premium
5802	4.5		4.5-5.5	Premium
5803	4.51	0.6858	4.5-5.5	Premium
5804	5.09	0.7112	4.5-5.5	Premium
5805	5.095	0.6604	4.5-5.5	Premium
5806	5.145	0.6604	4.5-5.5	Premium
5807	4.795	0.635	4.5-5.5	Premium
5808	4.845	0.635	4.5-5.5	Premium
5809	5.2		4.5-5.5	Premium
5810	4.62	0.635	4.5-5.5	Premium
5811	4.705	0.6858	4.5-5.5	Premium
5812	4.8		4.5-5.5	Premium
5813	4.8	0.6604	4.5-5.5	Premium
5814	4.535	0.6604	4.5-5.5	Premium
5815	5.265	0.6604	4.5-5.5	Premium
5816	5.035	0.6858	4.5-5.5	Premium
5817	5.22	0.7112	4.5-5.5	Premium
5818	4.75		4.5-5.5	Premium
5819	5.205	0.6604	4.5-5.5	Premium
5820	4.75		4.5-5.5	Premium
5821	5.36	0.6858	4.5-5.5	Premium
5822	5.5		4.5-5.5	Premium
5823	4.56	0.6604	4.5-5.5	Premium
5824	4.92	0.635	4.5-5.5	Premium
5825	4.8	0.6604	4.5-5.5	Premium
5826	4.9		4.5-5.5	Premium
5827	5.01	0.635	4.5-5.5	Premium
5828	5.375	0.7112	4.5-5.5	Premium
5829	4.7		4.5-5.5	Premium
5830	5.035	0.635	4.5-5.5	Premium
5831	4.65		4.5-5.5	Premium
5832	4.99	0.6858	4.5-5.5	Premium
5833	4.69	0.6604	4.5-5.5	Premium
5834	5.08	0.6858	4.5-5.5	Premium
5835	5.15		4.5-5.5	Premium
5836	4.95		4.5-5.5	Premium
5837	4.61	0.6858	4.5-5.5	Premium
5838	4.79	0.6604	4.5-5.5	Premium
5839	4.88	0.635	4.5-5.5	Premium
5840	5.13	0.635	4.5-5.5	Premium
5841	4.66	0.635	4.5-5.5	Premium
5842	5.27	0.6858	4.5-5.5	Premium
5843	4.85		4.5-5.5	Premium
5844	5.355	0.6858	4.5-5.5	Premium
5845	4.875	0.635	4.5-5.5	Premium
5846	4.95		4.5-5.5	Premium
5847	5.355	0.6604	4.5-5.5	Premium
5848	5.37	0.635	4.5-5.5	Premium
5849	4.95		4.5-5.5	Premium
5850	5.2	0.6604	4.5-5.5	Premium
5851	5.365	0.7112	4.5-5.5	Premium
5852	4.55		4.5-5.5	Premium
5853	4.65	0.6604	4.5-5.5	Premium
5854	4.8		4.5-5.5	Premium
5855	4.9		4.5-5.5	Premium
5856	4.615	0.635	4.5-5.5	Premium
5857	5.16	0.6604	4.5-5.5	Premium
5858	5.06	0.6604	4.5-5.5	Premium
5859	5.04	0.6858	4.5-5.5	Premium
5860	5.235	0.7112	4.5-5.5	Premium
5861	5.195	0.6604	4.5-5.5	Premium
5862	4.555	0.7112	4.5-5.5	Premium
5863	5.305	0.6858	4.5-5.5	Premium
5864	5.32	0.6858	4.5-5.5	Premium
5865	4.565	0.6096	4.5-5.5	Premium
5866	5.11	0.6858	4.5-5.5	Premium
5867	4.875	0.6604	4.5-5.5	Premium
5868	5.08	0.6858	4.5-5.5	Premium
5869	4.805	0.6858	4.5-5.5	Premium
5870	4.98	0.6858	4.5-5.5	Premium
5871	4.77	0.6604	4.5-5.5	Premium
5872	4.86	0.635	4.5-5.5	Premium
5873	4.575	0.6604	4.5-5.5	Premium
5874	5.14	0.6604	4.5-5.5	Premium
5875	5.245	0.7112	4.5-5.5	Premium
5876	5.085	0.7112	4.5-5.5	Premium
5877	4.825	0.6604	4.5-5.5	Premium
5878	4.865	0.6604	4.5-5.5	Premium
5879	4.55		4.5-5.5	Premium
5880	5.305	0.635	4.5-5.5	Premium
5881	5.195	0.6858	4.5-5.5	Premium
5882	5.205	0.7112	4.5-5.5	Premium
5883	4.81	0.6604	4.5-5.5	Premium
5884	4.825	0.6858	4.5-5.5	Premium
5885	4.63	0.635	4.5-5.5	Premium
5886	5.06	0.6604	4.5-5.5	Premium
5887	5.065	0.6858	4.5-5.5	Premium
5888	4.885	0.6604	4.5-5.5	Premium
5889	5.08	0.6858	4.5-5.5	Premium
5890	4.745	0.6604	4.5-5.5	Premium
5891	4.65		4.5-5.5	Premium
5892	5.33	0.6858	4.5-5.5	Premium
5893	4.7	0.7112	4.5-5.5	Premium
5894	4.645	0.6858	4.5-5.5	Premium
5895	4.73	0.6604	4.5-5.5	Premium
5896	5.38	0.6858	4.5-5.5	Premium
5897	4.5		4.5-5.5	Premium
5898	5	0.6604	4.5-5.5	Premium
5899	5.065	0.6858	4.5-5.5	Premium
5900	4.845	0.6604	4.5-5.5	Premium
5901	4.665	0.635	4.5-5.5	Premium
5902	4.885	0.635	4.5-5.5	Premium
5903	5.165	0.6858	4.5-5.5	Premium
5904	5.09	0.6858	4.5-5.5	Premium
5905	5.2	0.6858	4.5-5.5	Premium
5906	5.275	0.6858	4.5-5.5	Premium
5907	5.165	0.7366	4.5-5.5	Premium
5908	5.135	0.6604	4.5-5.5	Premium
5909	5.305	0.6858	4.5-5.5	Premium
5910	5.32	0.6604	4.5-5.5	Premium
5911	4.835	0.6604	4.5-5.5	Premium
5912	5.24	0.6858	4.5-5.5	Premium
5913	4.725	0.6858	4.5-5.5	Premium
5914	5.29	0.6858	4.5-5.5	Premium
5915	4.965	0.6604	4.5-5.5	Premium
5916	5.205	0.6604	4.5-5.5	Premium
5917	5.135	0.6604	4.5-5.5	Premium
5918	5.105	0.7112	4.5-5.5	Premium
5919	4.875	0.6858	4.5-5.5	Premium
5920	5.345	0.7112	4.5-5.5	Premium
5921	5.345	0.6604	4.5-5.5	Premium
5922	5.2	0.7112	4.5-5.5	Premium
5923	5.025	0.6858	4.5-5.5	Premium
5924	5.04	0.6604	4.5-5.5	Premium
5925	5.335	0.6858	4.5-5.5	Premium
5926	4.53	0.6604	4.5-5.5	Premium
5927	4.91	0.6604	4.5-5.5	Premium
5928	5.07	0.6604	4.5-5.5	Premium
5929	5.25	0.6858	4.5-5.5	Premium
5930	5.135	0.7112	4.5-5.5	Premium
5931	5.235	0.6604	4.5-5.5	Premium
5932	5.245	0.7112	4.5-5.5	Premium
5933	5.335	0.7112	4.5-5.5	Premium
5934	5.36	0.6858	4.5-5.5	Premium
5935	5.225	0.6604	4.5-5.5	Premium
5936	4.81	0.6604	4.5-5.5	Premium
5937	5.035	0.6858	4.5-5.5	Premium
5938	5.315	0.6858	4.5-5.5	Premium
5939	5.01	0.6858	4.5-5.5	Premium
5940	4.6	0.6096	4.5-5.5	Premium
5941	5.16	0.7112	4.5-5.5	Premium
5942	4.955	0.7112	4.5-5.5	Premium
5943	4.61	0.6604	4.5-5.5	Premium
5944	4.855	0.6858	4.5-5.5	Premium
5945	5.195	0.6604	4.5-5.5	Premium
5946	4.74	0.6604	4.5-5.5	Premium
5947	4.845	0.6858	4.5-5.5	Premium
5948	4.785	0.6858	4.5-5.5	Premium
5949	5.235	0.7112	4.5-5.5	Premium
5950	4.805	0.6858	4.5-5.5	Premium
5951	5.245	0.6858	4.5-5.5	Premium
5952	4.545	0.7112	4.5-5.5	Premium
5953	5.115	0.6858	4.5-5.5	Premium
5954	4.815	0.6604	4.5-5.5	Premium
5955	5.085	0.7112	4.5-5.5	Premium
5956	4.655	0.6858	4.5-5.5	Premium
5957	5.045	0.6858	4.5-5.5	Premium
5958	4.745	0.6604	4.5-5.5	Premium
5959	5.06	0.6604	4.5-5.5	Premium
5960	5.06	0.6858	4.5-5.5	Premium
5961	4.78	0.6604	4.5-5.5	Premium
5962	4.51	0.6604	4.5-5.5	Premium
5963	5.385	0.7112	4.5-5.5	Premium
5964	4.89	0.6604	4.5-5.5	Premium
5965	5.215	0.6858	4.5-5.5	Premium
5966	4.84	0.6604	4.5-5.5	Premium
5967	5.305	0.6858	4.5-5.5	Premium
5968	5	0.635	4.5-5.5	Premium
5969	5.09	0.635	4.5-5.5	Premium
5970	4.76	0.7112	4.5-5.5	Premium
5971	4.965	0.6604	4.5-5.5	Premium
5972	4.52	0.6858	4.5-5.5	Premium
5973	5.225	0.7366	4.5-5.5	Premium
5974	5.005	0.6858	4.5-5.5	Premium
5975	5.34	0.7112	4.5-5.5	Premium
5976	4.625	0.6604	4.5-5.5	Premium
5977	4.7	0.6858	4.5-5.5	Premium
5978	5.26	0.6858	4.5-5.5	Premium
5979	5.025	0.6858	4.5-5.5	Premium
5980	5.005	0.6858	4.5-5.5	Premium
5981	4.97	0.6604	4.5-5.5	Premium
5982	4.705	0.7112	4.5-5.5	Premium
5983	5.11	0.6858	4.5-5.5	Premium
5984	5.095	0.7112	4.5-5.5	Premium
5985	4.765	0.6604	4.5-5.5	Premium
5986	4.875	0.6858	4.5-5.5	Premium
5987	4.735	0.6604	4.5-5.5	Premium
5988	5.37	0.7366	4.5-5.5	Premium
5989	4.86	0.6604	4.5-5.5	Premium
5990	5.235	0.7112	4.5-5.5	Premium
5991	5.375	0.6858	4.5-5.5	Premium
5992	4.86	0.6604	4.5-5.5	Premium
5993	5.27	0.6604	4.5-5.5	Premium
5994	5.04	0.6604	4.5-5.5	Premium
5995	5		4.5-5.5	Premium
5996	5.19	0.6604	4.5-5.5	Premium
5997	5.165	0.6858	4.5-5.5	Premium
5998	5.27	0.7112	4.5-5.5	Premium
5999	4.6	0.635	4.5-5.5	Premium
6000	4.7		4.5-5.5	Premium
6001	4.945	0.6604	4.5-5.5	Premium
6002	4.95		4.5-5.5	Premium
6003	5.45		4.5-5.5	Premium
6004	4.625	0.7112	4.5-5.5	Premium
6005	5.17	0.6604	4.5-5.5	Premium
6006	5.15		4.5-5.5	Premium
6007	4.73	0.6604	4.5-5.5	Premium
6008	5		4.5-5.5	Premium
6009	5.265	0.6858	4.5-5.5	Premium
6010	5.2		4.5-5.5	Premium
6011	4.86	0.6858	4.5-5.5	Premium
6012	5.02	0.6604	4.5-5.5	Premium
6013	5.35		4.5-5.5	Premium
6014	4.98	0.6858	4.5-5.5	Premium
6015	5.165	0.7366	4.5-5.5	Premium
6016	4.95		4.5-5.5	Premium
6017	4.95		4.5-5.5	Premium
6018	5.105	0.6858	4.5-5.5	Premium
6019	4.575	0.6604	4.5-5.5	Premium
6020	4.95		4.5-5.5	Premium
6021	4.51	0.635	4.5-5.5	Premium
6022	4.85		4.5-5.5	Premium
6023	5.275	0.6604	4.5-5.5	Premium
6024	4.6		4.5-5.5	Premium
6025	5.085	0.7112	4.5-5.5	Premium
6026	4.98	0.6858	4.5-5.5	Premium
6027	4.65	0.6604	4.5-5.5	Premium
6028	4.935	0.6604	4.5-5.5	Premium
6029	4.86	0.6858	4.5-5.5	Premium
6030	4.96	0.635	4.5-5.5	Premium
6031	4.93	0.6858	4.5-5.5	Premium
6032	4.985	0.6604	4.5-5.5	Premium
6033	5.05		4.5-5.5	Premium
6034	4.83	0.6858	4.5-5.5	Premium
6035	5.355	0.6604	4.5-5.5	Premium
6036	5.15		4.5-5.5	Premium
6037	4.54	0.6604	4.5-5.5	Premium
6038	5.21	0.6858	4.5-5.5	Premium
6039	4.9		4.5-5.5	Premium
6040	5.2	0.6604	4.5-5.5	Premium
6041	5.2		4.5-5.5	Premium
6042	5.05		4.5-5.5	Premium
6043	5.29	0.635	4.5-5.5	Premium
6044	4.825	0.6858	4.5-5.5	Premium
6045	4.675	0.6858	4.5-5.5	Premium
6046	5.25		4.5-5.5	Premium
6047	5.325	0.7112	4.5-5.5	Premium
6048	4.56	0.6604	4.5-5.5	Premium
6049	4.6		4.5-5.5	Premium
6050	4.89	0.6604	4.5-5.5	Premium
6051	4.745	0.6604	4.5-5.5	Premium
6052	4.59	0.6604	4.5-5.5	Premium
6053	5.09	0.635	4.5-5.5	Premium
6054	4.6		4.5-5.5	Premium
6055	5.285	0.6858	4.5-5.5	Premium
6056	5.095	0.6604	4.5-5.5	Premium
6057	4.64	0.6604	4.5-5.5	Premium
6058	4.58	0.6604	4.5-5.5	Premium
6059	4.865	0.6858	4.5-5.5	Premium
6060	4.75		4.5-5.5	Premium
6061	4.89	0.6858	4.5-5.5	Premium
6062	5.205	0.6604	4.5-5.5	Premium
6063	4.6		4.5-5.5	Premium
6064	5.4		4.5-5.5	Premium
6065	5.235	0.6858	4.5-5.5	Premium
6066	5.1	0.6858	4.5-5.5	Premium
6067	4.65	0.6858	4.5-5.5	Premium
6068	4.99	0.635	4.5-5.5	Premium
6069	5.25		4.5-5.5	Premium
6070	4.565	0.635	4.5-5.5	Premium
6071	5.315	0.7112	4.5-5.5	Premium
6072	4.675	0.6604	4.5-5.5	Premium
6073	5		4.5-5.5	Premium
6074	4.65		4.5-5.5	Premium
6075	4.92	0.6604	4.5-5.5	Premium
6076	4.92	0.6604	4.5-5.5	Premium
6077	5.06	0.7112	4.5-5.5	Premium
6078	4.8	0.6604	4.5-5.5	Premium
6079	5.15		4.5-5.5	Premium
6080	4.85		4.5-5.5	Premium
6081	5.28	0.7112	4.5-5.5	Premium
6082	4.765	0.635	4.5-5.5	Premium
6083	5.235	0.6858	4.5-5.5	Premium
6084	5.19	0.6858	4.5-5.5	Premium
6085	5.075	0.6604	4.5-5.5	Premium
6086	5.23	0.6858	4.5-5.5	Premium
6087	5.065	0.7112	4.5-5.5	Premium
6088	4.6		4.5-5.5	Premium
6089	5.08	0.6858	4.5-5.5	Premium
6090	4.87	0.6604	4.5-5.5	Premium
6091	4.7		4.5-5.5	Premium
6092	5.31	0.6604	4.5-5.5	Premium
6093	5.265	0.6858	4.5-5.5	Premium
6094	5.32	0.6604	4.5-5.5	Premium
6095	5.27	0.6604	4.5-5.5	Premium
6096	5.325	0.6604	4.5-5.5	Premium
6097	4.8	0.6858	4.5-5.5	Premium
6098	5.265	0.6858	4.5-5.5	Premium
6099	4.595	0.6604	4.5-5.5	Premium
6100	4.84	0.6604	4.5-5.5	Premium
6101	4.565	0.6604	4.5-5.5	Premium
6102	4.53	0.6604	4.5-5.5	Premium
6103	5.31	0.6858	4.5-5.5	Premium
6104	4.925	0.6604	4.5-5.5	Premium
6105	4.665	0.6858	4.5-5.5	Premium
6106	4.82	0.7112	4.5-5.5	Premium
6107	4.6		4.5-5.5	Premium
6108	4.78	0.6096	4.5-5.5	Premium
6109	5.24	0.7112	4.5-5.5	Premium
6110	4.765	0.635	4.5-5.5	Premium
6111	5.385	0.6096	4.5-5.5	Premium
6112	4.845	0.6604	4.5-5.5	Premium
6113	4.815	0.6604	4.5-5.5	Premium
6114	4.76	0.6096	4.5-5.5	Premium
6115	4.6		4.5-5.5	Premium
6116	5.315	0.6604	4.5-5.5	Premium
6117	5.35		4.5-5.5	Premium
6118	4.655	0.6604	4.5-5.5	Premium
6119	4.7		4.5-5.5	Premium
6120	4.565	0.6604	4.5-5.5	Premium
6121	4.99	0.6604	4.5-5.5	Premium
6122	5.385	0.7112	4.5-5.5	Premium
6123	5.19	0.7112	4.5-5.5	Premium
6124	5.18	0.7366	4.5-5.5	Premium
6125	4.925	0.6604	4.5-5.5	Premium
6126	4.95	0.6604	4.5-5.5	Premium
6127	5.275	0.6858	4.5-5.5	Premium
6128	4.975	0.6096	4.5-5.5	Premium
6129	4.94	0.6858	4.5-5.5	Premium
6130	4.56	0.635	4.5-5.5	Premium
6131	4.57	0.6604	4.5-5.5	Premium
6132	4.505	0.6604	4.5-5.5	Premium
6133	5.395	0.7112	4.5-5.5	Premium
6134	5.04	0.6604	4.5-5.5	Premium
6135	5.05	0.635	4.5-5.5	Premium
6136	4.89	0.6604	4.5-5.5	Premium
6137	4.65		4.5-5.5	Premium
6138	5.31	0.6858	4.5-5.5	Premium
6139	4.87	0.6604	4.5-5.5	Premium
6140	4.86	0.6604	4.5-5.5	Premium
6141	5.325	0.7112	4.5-5.5	Premium
6142	4.71	0.6096	4.5-5.5	Premium
6143	4.835	0.7112	4.5-5.5	Premium
6144	4.645	0.6604	4.5-5.5	Premium
6145	5.24	0.6604	4.5-5.5	Premium
6146	5.135	0.6604	4.5-5.5	Premium
6147	5.31	0.6858	4.5-5.5	Premium
6148	4.965	0.6858	4.5-5.5	Premium
6149	5.325	0.6604	4.5-5.5	Premium
6150	5.2	0.6604	4.5-5.5	Premium
6151	5.06	0.6858	4.5-5.5	Premium
6152	4.835	0.7112	4.5-5.5	Premium
6153	5.06	0.6858	4.5-5.5	Premium
6154	4.775	0.635	4.5-5.5	Premium
6155	4.7	0.6858	4.5-5.5	Premium
6156	5.215	0.6858	4.5-5.5	Premium
6157	4.835	0.6604	4.5-5.5	Premium
6158	5.2	0.6604	4.5-5.5	Premium
6159	4.78	0.6604	4.5-5.5	Premium
6160	5.005	0.6858	4.5-5.5	Premium
6161	4.7	0.635	4.5-5.5	Premium
6162	4.82	0.6604	4.5-5.5	Premium
6163	5.115	0.635	4.5-5.5	Premium
6164	4.6		4.5-5.5	Premium
6165	5.35	0.6858	4.5-5.5	Premium
6166	5.375	0.7112	4.5-5.5	Premium
6167	4.95	0.6604	4.5-5.5	Premium
6168	4.92	0.6604	4.5-5.5	Premium
6169	4.715	0.6604	4.5-5.5	Premium
6170	4.665	0.635	4.5-5.5	Premium
6171	4.8		4.5-5.5	Premium
6172	4.65	0.6604	4.5-5.5	Premium
6173	5.19	0.6604	4.5-5.5	Premium
6174	4.885	0.6604	4.5-5.5	Premium
6175	4.975	0.6604	4.5-5.5	Premium
6176	4.925	0.6604	4.5-5.5	Premium
6177	5.375	0.6858	4.5-5.5	Premium
6178	4.725	0.635	4.5-5.5	Premium
6179	4.725	0.6858	4.5-5.5	Premium
6180	4.55		4.5-5.5	Premium
6181	5.24	0.6858	4.5-5.5	Premium
6182	5.36	0.635	4.5-5.5	Premium
6183	4.57	0.6858	4.5-5.5	Premium
6184	4.76	0.6604	4.5-5.5	Premium
6185	5.395	0.6604	4.5-5.5	Premium
6186	5.19	0.7366	4.5-5.5	Premium
6187	5.16	0.6858	4.5-5.5	Premium
6188	5.235	0.6858	4.5-5.5	Premium
6189	5.08	0.6604	4.5-5.5	Premium
6190	4.675	0.6604	4.5-5.5	Premium
6191	4.505	0.6858	4.5-5.5	Premium
6192	5.08	0.6858	4.5-5.5	Premium
6193	4.58	0.6858	4.5-5.5	Premium
6194	4.525	0.635	4.5-5.5	Premium
6195	4.52	0.6858	4.5-5.5	Premium
6196	4.7	0.6604	4.5-5.5	Premium
6197	4.805	0.6604	4.5-5.5	Premium
6198	5.33	0.6604	4.5-5.5	Premium
